V1,V2
"Pound, Ezra","Lowenfels, Walter (PLUS 1 FLDR XEROXES)"
"Pound, Ezra","Lowry, Robert James"
"Pound, Ezra","Lucas, John"
"Pound, Ezra","Luchini, Alberto"
"Pound, Ezra","Luciani, Sebastiano Arturo"
"Pound, Ezra","Luciani, Virgilio"
"Pound, Ezra","Lust, Geraldine"
"Pound, Ezra",Luzac & Co.
"Pound, Ezra","Luzzatto, Patti"
"Pound, Ezra","Lyden, Nora"
"Pound, Ezra","Lyle, D. Joseph"
"Pound, Ezra","Lyman, Betty"
"Pound, Ezra","Lynes, Russell"
"Pound, Ezra","Lyon, Fred M."
"Pound, Ezra","Maas, Maria Menken"
"Pound, Ezra","Maas, Willard"
"Pound, Ezra","McAlmon, Robert"
"Pound, Ezra","McCaskey, Michael"
"Pound, Ezra",McClure's Magazine
"Pound, Ezra","McCormack, Nancy Cox"
"Pound, Ezra","McCormick, Bill"
"Pound, Ezra","McDaniel, Walton B."
"Pound, Ezra","MacDiarmid, Hugh"
"Pound, Ezra","MacDonald, Edward"
"Pound, Ezra","Macdonald, Hugh"
"Pound, Ezra","McGarva, H."
"Pound, Ezra","MacGregor, Robert"
"Pound, Ezra","MacIntyre, Edward"
"Pound, Ezra","MacKenzie, Donal"
"Pound, Ezra","Mackie & Sons, Ltd."
"Pound, Ezra","MacKintosh, George Lewis"
"Pound, Ezra","McLean, Alan"
"Pound, Ezra","MacLeish, Archibald"
"Pound, Ezra","MacLeod, Clarence John"
"Pound, Ezra","Macleod, Joseph Gordon"
"Pound, Ezra","Macleod, Norman"
"Pound, Ezra","MacLow, Jackson"
"Pound, Ezra","McLuhan, Marshall"
"Pound, Ezra","Macmillan & Co., publishers (London)"
"Pound, Ezra","Macnab, J. A."
"Pound, Ezra","McNaughton, William French"
"Pound, Ezra","MacPherson, Douglass"
"Pound, Ezra","MacShane, Frank"
"Pound, Ezra","Madariaga, Salvadore"
"Pound, Ezra","Magaret, Helene"
"Pound, Ezra","Magnino, Leo"
"Pound, Ezra","Mahr, [?]"
"Pound, Ezra","Mairet, Philippe"
"Pound, Ezra","Majolo, Renato"
"Pound, Ezra","Major, Henry Dewsbury Alves"
"Pound, Ezra","Malaparte, Curzio"
"Pound, Ezra","Malye, Jean"
"Pound, Ezra",Manchester Guardian
"Pound, Ezra","Mangan, John Sherry"
"Pound, Ezra","Manners, Diana"
"Pound, Ezra","Manni, Marcello"
"Pound, Ezra","Manning, Frederic"
"Pound, Ezra","Manning, Hugo"
"Pound, Ezra","Mansfield, Margery"
"Pound, Ezra","Manunta, [?] (Il Secolo-La Sera)"
"Pound, Ezra","Manzini, Gianna"
"Pound, Ezra","Mapel, Ida B."
"Pound, Ezra","Maraini, Fosco"
"Pound, Ezra","Marcelletti, Mario"
"Pound, Ezra","March, Richard"
"Pound, Ezra","Marchi, Riccardo"
"Pound, Ezra","Marconi, Alfonso"
"Pound, Ezra","Marcoussis, Louis"
"Pound, Ezra","Mardersteig, Giovanni"
"Pound, Ezra",Il Mare Nostra
"Pound, Ezra",La Marina Repubblicana (Vicenza)
"Pound, Ezra","Marinetti, Filippo Tommaso"
"Pound, Ezra","Mark, Jeffrey"
"Pound, Ezra","Marriot, Charles"
"Pound, Ezra","Marsano, G. B."
"Pound, Ezra","Marshall, G. B."
"Pound, Ezra","Marston, Howard"
"Pound, Ezra","Martell, Charles"
"Pound, Ezra","Martin, Frank"
"Pound, Ezra","Martin, John Jex"
"Pound, Ezra","Martin, Joseph William"
"Pound, Ezra","Martin, W. E. R."
"Pound, Ezra","Martin, Wallace"
"Pound, Ezra","Martinelli, Sheri"
"Pound, Ezra","Masefield, John"
"Pound, Ezra","Masoliver, Juan Ramon"
"Pound, Ezra","Masterman, Lucy Blanche Lyttelton"
"Pound, Ezra","Masters, Edgar Lee"
"Pound, Ezra","Mastrangelo, Aida"
"Pound, Ezra","Mathers, E. Powys"
"Pound, Ezra","Mathews, Elkin, Ltd. (London)"
"Pound, Ezra",Le Matin (Paris)
"Pound, Ezra","Matsumiya, Hajime"
"Pound, Ezra","Matsuoka, Yosuke"
"Pound, Ezra","Matz, Mary Jane"
"Pound, Ezra","Maupin, Ralph"
"Pound, Ezra","Maverick, Lewis"
"Pound, Ezra","Mavrogordato, John"
"Pound, Ezra","Maxon, Connie"
"Pound, Ezra","Maxton, James"
"Pound, Ezra","Mayerhofer, H."
"Pound, Ezra","Mayo, Robert Donald"
"Pound, Ezra","Mayor, Alpheus Hyatt"
"Pound, Ezra","Meacham, Harry M."
"Pound, Ezra",Meanjin Quarterly
"Pound, Ezra","Meiklejohn, Alexander"
"Pound, Ezra","Mencken, H. L."
"Pound, Ezra","Mensdorf, Albert"
"Pound, Ezra","Mercer, David"
"Pound, Ezra","Merchant, W. Moelwyn"
"Pound, Ezra",Mercure de France
"Pound, Ezra",Meridiano di Roma
"Pound, Ezra","Mesterton, Erik"
"Pound, Ezra","Meynell, Vera"
"Pound, Ezra","Mezzasoma, Fernando"
"Pound, Ezra","Michelson, Max"
"Pound, Ezra","Michigan, University of"
"Pound, Ezra",Middlesex County Times
"Pound, Ezra","Miller, Fred R."
"Pound, Ezra","Miller, Henry"
"Pound, Ezra","Miller, Vincent"
"Pound, Ezra","Mills, Raymond"
"Pound, Ezra","Miner, Earl Roy"
"Pound, Ezra","Miner, Paul"
"Pound, Ezra",Ministero degli Affari Esteri
"Pound, Ezra",Ministero della Cultura Popolare
"Pound, Ezra",Ministero dell'Educazione Nazionale
"Pound, Ezra",Ministero dell'Interno
"Pound, Ezra",Ministero delle Comunicazioni
"Pound, Ezra",Ministero per la Stampa e la Propaganda
"Pound, Ezra",Ministro della Cultura Popolare
"Pound, Ezra","Miro, Joan"
"Pound, Ezra","Mitchell, C. Bradford"
"Pound, Ezra",Mobile Press-Register
"Pound, Ezra","Mockel, Albert"
"Pound, Ezra",Modern Age; a conservative review
"Pound, Ezra","Moe, Henry Allen"
"Pound, Ezra","Moley, Raymond"
"Pound, Ezra","Momigliano, Attilio"
"Pound, Ezra","Mondadori, Arnoldo"
"Pound, Ezra","Money, Leo George Chiozza, Sir"
"Pound, Ezra","Monotti, Carlo"
"Pound, Ezra","Monotti, Francesco"
"Pound, Ezra","Monro, Alida Klemantaski"
"Pound, Ezra","Monro, Harold"
"Pound, Ezra","Monroe, Harriet"
"Pound, Ezra","Montale, Eugenio"
"Pound, Ezra","Montanari, Filippo"
"Pound, Ezra","Montesi, E."
"Pound, Ezra","Monti, Luigi"
"Pound, Ezra","Monti, Rolando"
"Pound, Ezra","Moore, Arthur V."
"Pound, Ezra","Moore, Frank Leslie"
"Pound, Ezra","Moore, Harry Thornton"
"Pound, Ezra","Moore, John Gae"
"Pound, Ezra","Moore, Marianne"
"Pound, Ezra","Moore, Mary"
"Pound, Ezra","Moore, Merrill"
"Pound, Ezra",Morada; a tri-lingual quarterly
"Pound, Ezra","Morand, Paul"
"Pound, Ezra","Morera, Antonio M."
"Pound, Ezra","Moretti, Marino"
"Pound, Ezra","Morgan, Frederick"
"Pound, Ezra","Morgenthau, Henry"
"Pound, Ezra","Morri, Yasotaro"
"Pound, Ezra","Morley, Frank"
"Pound, Ezra",The Morning Post
"Pound, Ezra","Morris, William"
"Pound, Ezra",Mosaic; a critical quarterly
"Pound, Ezra","Moses, George Higgens"
"Pound, Ezra","Mosher, Thomas Bird"
"Pound, Ezra","Mosley, Oswald, Sir"
"Pound, Ezra","Moule, Arthur Christopher"
"Pound, Ezra",Much Ado. A fortnightly.
"Pound, Ezra","Mudrick, Marvin"
"Pound, Ezra","Muir, Roy"
"Pound, Ezra","Mullins, Eustace Clarence"
"Pound, Ezra","Münch, Gerhart"
"Pound, Ezra","Munro, Ian"
"Pound, Ezra","Munson, Gorham"
"Pound, Ezra","Munson, J. John"
"Pound, Ezra","Murphy, Gwendolen"
"Pound, Ezra",Music and Letters
"Pound, Ezra",Musical Times (London)
"Pound, Ezra","Mussolini, Benito"
"Pound, Ezra","Nader, Michael E."
"Pound, Ezra","Nagy, N. Christophe de"
"Pound, Ezra","Nalbud, James"
"Pound, Ezra","Nani, Umberto"
"Pound, Ezra","[Nardi?], Marcia"
"Pound, Ezra","Nash, Ogden"
"Pound, Ezra","Nassano, G. B."
"Pound, Ezra",The Nation (New York)
"Pound, Ezra",National Citizen (London)
"Pound, Ezra",National Institute of Arts and Letters
"Pound, Ezra",National Review
"Pound, Ezra",National Workers Party of Great Britain
"Pound, Ezra","Neagoe, Peter"
"Pound, Ezra","Neame, Alan"
"Pound, Ezra","Nehru, Jawaharlal"
"Pound, Ezra","Nelson, John Herbert"
"Pound, Ezra",Neo-Christian
"Pound, Ezra","Neumayer, F. B."
"Pound, Ezra","Nevinson, Christopher Richard Wynne"
"Pound, Ezra","The New Act (Millbrook, N. Y.)"
"Pound, Ezra",New Age
"Pound, Ezra",New Democracy
"Pound, Ezra",New Directions
"Pound, Ezra",The New English Weekly
"Pound, Ezra",The New Freeman
"Pound, Ezra",New Masses
"Pound, Ezra",New Outlook
"Pound, Ezra","New Quarterly (Rock Island, Ill.)"
"Pound, Ezra",The New Republic
"Pound, Ezra",New Review (Paris)
"Pound, Ezra",New Statesman
"Pound, Ezra","New Times (Melbourne, Aus.)"
"Pound, Ezra",New Verse (London)
"Pound, Ezra",New York Daily News
"Pound, Ezra",New York Herald-Tribune
"Pound, Ezra",New York Herald-Tribune (Paris)
"Pound, Ezra",New York Post
"Pound, Ezra",New York Sun
"Pound, Ezra",New York Times
"Pound, Ezra",New Yorker
"Pound, Ezra","Newbolt, Henry John, Sir"
"Pound, Ezra","Newman, Ernest"
"Pound, Ezra","Newsome, A."
"Pound, Ezra","Nichols, Robert"
"Pound, Ezra","Nichols, Roy Franklin"
"Pound, Ezra","Nicoletti, Gioacchino"
"Pound, Ezra","Nicolson, Harold George, Sir"
"Pound, Ezra","Niebuhr, Reinhold"
"Pound, Ezra","Niedecker, Lorine"
"Pound, Ezra","Niemojowski, Jerzy"
"Pound, Ezra",Nineteenth Century and After
"Pound, Ezra","Nirje, Bengt"
"Pound, Ezra","Nixon, David"
"Pound, Ezra","Noguchi, Yoné"
"Pound, Ezra",Noigandres
"Pound, Ezra",Nonesuch Press
"Pound, Ezra","Norman, Charles"
"Pound, Ezra","Norman, Montagu Collet Norman, Baron"
"Pound, Ezra","Norris, K[athleen?]"
"Pound, Ezra","Norse, Harold"
"Pound, Ezra",The North American Review
"Pound, Ezra","Nott, Stanley"
"Pound, Ezra","Noyes, Pierrepont B."
"Pound, Ezra","Nye, Gerald P."
"Pound, Ezra","Nye, H. E. B."
"Pound, Ezra","Nyland, W. A."
"Pound, Ezra","Obermer, G."
"Pound, Ezra",Objectivist Press
"Pound, Ezra","O'Brien, Edward Joseph Harrington"
"Pound, Ezra",The Observer (London)
"Pound, Ezra","The Observer (Memphis, Tenn.)"
"Pound, Ezra","Odle, John Elsden"
"Pound, Ezra","Odlin, Reno"
"Pound, Ezra","O'Donnell, George Marion"
"Pound, Ezra","O'Donovan, Denis L."
"Pound, Ezra","Ogden, Charles Kay"
"Pound, Ezra",Ogelthorpe University Press
"Pound, Ezra","O'Grady, Desmond"
"Pound, Ezra","Okada, Tomoji"
"Pound, Ezra","Olivero, Luigi"
"Pound, Ezra","Olson, Elder"
"Pound, Ezra","Olson, Lawrence"
"Pound, Ezra","Omega Workshop, Ltd."
"Pound, Ezra",Oneida Ltd.
"Pound, Ezra",The Open Road
"Pound, Ezra","Oppen, George"
"Pound, Ezra","Orage, A. R."
"Pound, Ezra","Ordeman, John Talbot"
"Pound, Ezra","Orlando, F[rancesco]"
"Pound, Ezra","Orthological Institute (Cambridge, Eng.)"
"Pound, Ezra","Osborn, Peter S. H."
"Pound, Ezra","Osler, Mirabel"
"Pound, Ezra","Ottone, Marco"
"Pound, Ezra",Outlook
"Pound, Ezra",The Outrider; a Journal for the Civilized Minority
"Pound, Ezra","Overholser, Willis A."
"Pound, Ezra","Overholser, Winfred"
"Pound, Ezra","Owen, Peter"
"Pound, Ezra","Owen, Robert Alexander"
"Pound, Ezra","Oxford Times (Oxford, England)"
"Pound, Ezra",Oxford University Press
"Pound, Ezra","Pach, Walter"
"Pound, Ezra","Packard, Reynolds"
"Pound, Ezra",Pagany; A Native Quarterly
"Pound, Ezra","Page, Chester"
"Pound, Ezra","Page, David"
"Pound, Ezra","Page, W.S."
"Pound, Ezra","Paige, Douglas Duncan"
"Pound, Ezra","Pais, Andrea"
"Pound, Ezra","Palmer, David"
"Pound, Ezra","Palotai, Vilmos"
"Pound, Ezra","Palwick, Patti"
"Pound, Ezra",Pantano
"Pound, Ezra",Paolillo
"Pound, Ezra","Pardo de Santayana, Jesus"
"Pound, Ezra","Parker, Dereck"
"Pound, Ezra","Paresce, Giuffrido"
"Pound, Ezra","Parkes, Henry Banford"
"Pound, Ezra","Parodi, Giorgio"
"Pound, Ezra",Partito Nazionale Fascista
"Pound, Ezra","Pasi, Annie"
"Pound, Ezra","Pasquali, Giorgio"
"Pound, Ezra","Patmore, Brigit"
"Pound, Ezra","Patterson, Beulah"
"Pound, Ezra","Patterson, Ernest Minor"
"Pound, Ezra","Pattino, Robert"
"Pound, Ezra","Pavolini, Alessandro"
"Pound, Ezra","Payne, Miles"
"Pound, Ezra","Pea, Enrico"
"Pound, Ezra","Pearce, Donald"
"Pound, Ezra","Pearn, Pollinger & Higham, Ltd."
"Pound, Ezra","Pearson, Norman Holmes "
"Pound, Ezra",Folder 1674 [19 l. ; 29 cm. and smaller] 
"Pound, Ezra",Folder 1675 [16 l. ; 28 cm. and smaller] 
"Pound, Ezra",Folder 1676 [30 l. ; 28 cm. and smaller] 
"Pound, Ezra","Folder 1677 [26 p., 5 postcards ; 33 cm. and smaller] "
"Pound, Ezra","Folder 1678 [25 p., 2 postcards ; 28 cm. and smaller] "
"Pound, Ezra",Folder 1679 [10 letters ; (16) p. ; 28 cm. and smaller] 
"Pound, Ezra",Folder 1680 [8 letters ; (13) p. ; 28 cm. and smaller] 
"Pound, Ezra",Folder 1681 [12 letters ; (29) p. ; 28 cm. and smaller] 
"Pound, Ezra",Folder 1682 [12 letters ; (15) p. ; 28 cm. and smaller] 
"Pound, Ezra",Folder 1683 [12 letters ; (16) p. ; 28 cm. and smaller] 
"Pound, Ezra",Folder 1684 [(21) p. ; 30 cm. and smaller]
"Pound, Ezra","Pease, Frank"
"Pound, Ezra","Peggram, Edwin"
"Pound, Ezra","Pellegrini, Giampietro Domenico"
"Pound, Ezra","Pellizzi, Camillo"
"Pound, Ezra","Pennsylvania, University of"
"Pound, Ezra","Pennsylvania, University of, Press"
"Pound, Ezra","Percy of Newcastle, Eustace Percy, Baron"
"Pound, Ezra","Perinello, Carlo"
"Pound, Ezra","Perkins, Frances"
"Pound, Ezra","Perles, Alfred"
"Pound, Ezra","Perlet, Walter"
"Pound, Ezra","Peroni, Carlo"
"Pound, Ezra","Perry, Ronald W."
"Pound, Ezra",Perspective
"Pound, Ezra","Pettengill, Samuel Barrett"
"Pound, Ezra",Pettijohn
"Pound, Ezra","Pettinato, Concetto (La Stampa)"
"Pound, Ezra","Pfeiffer, Eric"
"Pound, Ezra","Phelps, William Lyon"
"Pound, Ezra","Phillips, William"
"Pound, Ezra","Picabia, Francis"
"Pound, Ezra","Picabia, Gabrielle"
"Pound, Ezra","Picenardi, G. Sommi"
"Pound, Ezra","Pickman, Edward Motley"
"Pound, Ezra","Pieraccini, Rolando"
"Pound, Ezra","Pietrantonio, Luigi"
"Pound, Ezra","Pilkington, Walter"
"Pound, Ezra","Pinchot, Amos"
"Pound, Ezra","Pini, Giorgio"
"Pound, Ezra","Pinker, James B."
"Pound, Ezra","Pisani, Pietro"
"Pound, Ezra","Pistoni, Goffredo"
"Pound, Ezra","Plain Dealer (Brighton, Eng.)"
"Pound, Ezra","Plarr, Victor Gustave"
"Pound, Ezra","Pleydell-Bouverie, Christopher"
"Pound, Ezra","Plimpton, George"
"Pound, Ezra","Podewils, Clemens Graf"
"Pound, Ezra",Poetry Bookshop
"Pound, Ezra",Poetry (Chicago)
"Pound, Ezra",Poetry Society
"Pound, Ezra","Polignac, Winaretta, princesse de"
"Pound, Ezra","Politi, Mario E."
"Pound, Ezra","Pollard, Albert Frederick"
"Pound, Ezra","Pollinger, Laurence"
"Pound, Ezra","Pollini, Pier Amilcare"
"Pound, Ezra",Pologne Litteraire (Warsaw)
"Pound, Ezra","Polverilli, Gaetano"
"Pound, Ezra","Pomeroy, Eugene C."
"Pound, Ezra","Ponder-Greene, Drew"
"Pound, Ezra","Pope, Sen. James P."
"Pound, Ezra",Il Popolo di Alessandria
"Pound, Ezra",Il Popolo d'Italia
"Pound, Ezra","Por, Odon"
"Pound, Ezra","Por, Odon"
"Pound, Ezra","Porter, Katherine Anne"
"Pound, Ezra","Porteus, Hugh Gordon"
"Pound, Ezra","Portsmouth, Gerald Vernon Wallup, Earl of"
"Pound, Ezra","Postgate, Raymond William"
"Pound, Ezra","Pound, Homer"
"Pound, Ezra","Pound, Homer Cuthbert"
"Pound, Ezra","Pound, Isabel"
"Pound, Ezra","Pound, Roscoe"
"Pound, Ezra","Powell, G. F."
"Pound, Ezra","Pratt, Bernard"
"Pound, Ezra","Pratt, Margaret Snively"
"Pound, Ezra","Pratt, William Crouch"
"Pound, Ezra","Press, Muriel A. C."
"Pound, Ezra","Preston, Raymond"
"Pound, Ezra","Prezzolini, Giuseppe"
"Pound, Ezra","Price, John Milburn"
"Pound, Ezra","Prichard, Louise"
"Pound, Ezra",Princeton University Library
"Pound, Ezra","Prins, Sonja"
"Pound, Ezra","Proctor, Katharine Wright"
"Pound, Ezra","Prodan, Mario"
"Pound, Ezra",Programme (Oxford)
"Pound, Ezra","Prokosch, Frederic"
"Pound, Ezra",Prosperity (London)
"Pound, Ezra","Prosser, Margaret E."
"Pound, Ezra","Puccini, Mario"
"Pound, Ezra",Punjab Literary League
"Pound, Ezra","Pura, Eleonora della"
"Pound, Ezra","Purdy, James"
"Pound, Ezra","Purnell, Idella"
"Pound, Ezra","Purpose, London"
"Pound, Ezra","Putnam, Herbert"
"Pound, Ezra","Putnam, Samuel"
"Pound, Ezra",The Quarterly Review
"Pound, Ezra","Quasimodo, Salvatore"
"Pound, Ezra","Quiano, [?]"
"Pound, Ezra","Quiller-Couch, Arthur Thomas, Sir"
"Pound, Ezra","Quinn, John"
"Pound, Ezra","Quinn, Sr. Mary Bernetta"
"Pound, Ezra","de Rachewiltz, Boris"
"Pound, Ezra","de Rachewiltz, Mary"
"Pound, Ezra","Rackham, Arthur[?]"
"Pound, Ezra","Rader, Jim"
"Pound, Ezra","Rago, Henry (Poetry)"
"Pound, Ezra","Raine, Kathleen"
"Pound, Ezra","Rainer, Dachine"
"Pound, Ezra","Rakosi, Carl"
"Pound, Ezra","Ramperti, Marco"
"Pound, Ezra","Ramsey, Warren"
"Pound, Ezra","Rand, James Henry"
"Pound, Ezra",Random House (New York)
"Pound, Ezra","Ransom, John Crowe"
"Pound, Ezra","Rapicavoli, [Carme?]"
"Pound, Ezra","Rappaport, C.E."
"Pound, Ezra","Rappaport, Mitchell"
"Pound, Ezra","Raymond, Thomas Lynch"
"Pound, Ezra","Read, Forrest"
"Pound, Ezra","Read, Herbert Edward, Sir"
"Pound, Ezra","Read, Susan"
"Pound, Ezra","Reade, Arthur E."
"Pound, Ezra","Reck, Michael"
"Pound, Ezra","Reckitt, Maurice Bennington"
"Pound, Ezra","Reed, James A."
"Pound, Ezra","Rees, Garnet"
"Pound, Ezra","Reeves, Harold"
"Pound, Ezra","Regnery, Henry"
"Pound, Ezra","Regnier, Henri de"
"Pound, Ezra","Reid, John"
"Pound, Ezra","Reid, John Gibert"
"Pound, Ezra","Reid, Ralph"
"Pound, Ezra","Rella, Hector"
"Pound, Ezra","Rennert, Hugo Albert"
"Pound, Ezra",Republican Club of the City of New York
"Pound, Ezra",Republican National Committee
"Pound, Ezra",Revue Anglo-Americiane
"Pound, Ezra",La Revue Universelle
"Pound, Ezra","Rexroth, Kenneth"
"Pound, Ezra",Reynolds's Illustrated News (London)
"Pound, Ezra","Rhotert, Hans"
"Pound, Ezra","Rhys, Ernest"
"Pound, Ezra","Ricci, Corrado"
"Pound, Ezra","Rice, Virginia"
"Pound, Ezra",The Richmond News Leader
"Pound, Ezra","Riegel, Edwin C."
"Pound, Ezra","Ridpath, Florence"
"Pound, Ezra","Righini, Guido Hess"
"Pound, Ezra","Rinehart & Company, Inc."
"Pound, Ezra","Ritchie, Albert Cabell"
"Pound, Ezra","Ritchie, Eleanor"
"Pound, Ezra","Rittenhouse, Jessie Belle"
"Pound, Ezra","Ritter, Fernando"
"Pound, Ezra",River; a Magazine in the Deep South
"Pound, Ezra","Rivera, Francisco"
"Pound, Ezra","Rivoire, Mario"
"Pound, Ezra","Robbins, J. Albert"
"Pound, Ezra","Robbins, Lionel"
"Pound, Ezra","Roberts, Michael"
"Pound, Ezra","Roberts, William"
"Pound, Ezra","Robertson, C. A."
"Pound, Ezra","Robinson, Arthur Raymond"
"Pound, Ezra","Robinson, Lennox"
"Pound, Ezra","Rocca, G. Giovanni"
"Pound, Ezra","Rocke, Cyril"
"Pound, Ezra",The Rocking-Horse (Madison)
"Pound, Ezra","Rodker, John"
"Pound, Ezra","Rodman, Selden"
"Pound, Ezra","Rogers, Bruce"
"Pound, Ezra","Romains, Jules"
"Pound, Ezra","Roosevelt, Eleanor"
"Pound, Ezra","Roosevelt, Franklin Delano"
"Pound, Ezra","Roosevelt, Theodore"
"Pound, Ezra","Root, Waverly Lewis"
"Pound, Ezra","Rorty, James"
"Pound, Ezra","Rosati, Salvatore"
"Pound, Ezra","Rose, William"
"Pound, Ezra","Rosenberg, Harold"
"Pound, Ezra","Rosenthal, [Macha Louis]"
"Pound, Ezra","Rossaro, Edgardo"
"Pound, Ezra","Rossoni, Edmonds"
"Pound, Ezra","Roth, Samuel"
"Pound, Ezra","Roughton, Roger"
"Pound, Ezra","Rouse, W. H. D."
"Pound, Ezra","Routledge, George and Sons, publishers"
"Pound, Ezra","Rovere, Richard H."
"Pound, Ezra","Rowe, H.D."
"Pound, Ezra","Rowse, A. L."
"Pound, Ezra","Royden, Agnes Maude"
"Pound, Ezra","Rudge, Olga"
"Pound, Ezra","Rukeyser, Muriel"
"Pound, Ezra","Rummel, Walter Morse"
"Pound, Ezra","Runes, Dagobert David"
"Pound, Ezra","Rupnik, Carlo"
"Pound, Ezra",Rural Reconstruction Association
"Pound, Ezra","Ruspoli, [Francesco]"
"Pound, Ezra","Russell, Bertrand"
"Pound, Ezra","Russell, Peter"
"Pound, Ezra","Ryder, David Warren"
"Pound, Ezra","""S"" General"
"Pound, Ezra","Saarinen, Aline Bernstein"
"Pound, Ezra","Saba, Umberto"
"Pound, Ezra",Sachsischen Landesbibliothek
"Pound, Ezra","Sackler, Howard O."
"Pound, Ezra",St. Louis Post-Dispatch
"Pound, Ezra","Salazar, Adolfo"
"Pound, Ezra","Saltmarsh, Max"
"Pound, Ezra","Salvalaggio, Nantas"
"Pound, Ezra","Sammartano, Nino"
"Pound, Ezra","Samuel, Marcus"
"Pound, Ezra","Sanavio, Piero"
"Pound, Ezra","Sanchez, Macario"
"Pound, Ezra","Sandburg, Carl"
"Pound, Ezra","San Faustino, Jane"
"Pound, Ezra","San Faustino, Ranieri"
"Pound, Ezra","Sansoni, Giovanni"
"Pound, Ezra","""Santa Claus"""
"Pound, Ezra",Santa Fe New Mexican
"Pound, Ezra","Santayana, George"
"Pound, Ezra","de Santayana, J. Pardo"
"Pound, Ezra","Santomaso, Filippo"
"Pound, Ezra","Sarfatti, Margherita Grassini"
"Pound, Ezra","Saroyan, William"
"Pound, Ezra","Sartoris, Cecile"
"Pound, Ezra",The Saturday Review (London)
"Pound, Ezra",The Saturday Review of Literature
"Pound, Ezra","Saunders, A. Percy"
"Pound, Ezra","Saunders, Helen"
"Pound, Ezra","Saviotti, Gino"
"Pound, Ezra","de Savitsch, Eugene"
"Pound, Ezra","Sayce, Leonard"
"Pound, Ezra","Sayer, George S."
"Pound, Ezra","Sayers, Dorothy L."
"Pound, Ezra","Sayers, Michael"
"Pound, Ezra","Sberro, Joseph M."
"Pound, Ezra","Scarfoglio, Carlo"
"Pound, Ezra","Scarpa, Giovannina"
"Pound, Ezra","Schaeffers, Joseph"
"Pound, Ezra","Schafer, R. Murray"
"Pound, Ezra","Scheiwiller, Giovanni"
"Pound, Ezra","Scheiwiller, Vanni"
"Pound, Ezra","Schelling, Felix Emmanuel"
"Pound, Ezra","Schirmer, G."
"Pound, Ezra","de Schloezer, Boris"
"Pound, Ezra","Schmied, Wieland"
"Pound, Ezra","Schneditz, Wolfgang"
"Pound, Ezra","Schneider, Elisabeth Wintersteen"
"Pound, Ezra","Schneider, Friedrich"
"Pound, Ezra","Schuyler, Montgomery"
"Pound, Ezra","Schwartz, Delmore"
"Pound, Ezra","Schwartz, Jacob"
"Pound, Ezra","Schwartzwald, Hermann"
"Pound, Ezra","Science Service, Inc."
"Pound, Ezra","Scollard, Clinton"
"Pound, Ezra","Scott, Kenneth"
"Pound, Ezra","Scott, Laurence"
"Pound, Ezra",Scottish National Academy
"Pound, Ezra","Scratton, Bride"
"Pound, Ezra",Scrutiny
"Pound, Ezra","Scrutton, Robert J."
"Pound, Ezra",Seaboard White Citizens Councils
"Pound, Ezra","Seaton, Allan"
"Pound, Ezra","Seaver, Edwin"
"Pound, Ezra",Il Secolo XIX (Genoa)
"Pound, Ezra","Seel, Else L."
"Pound, Ezra","Seidel, Frederick L."
"Pound, Ezra","Selfridge, Harry Gordon"
"Pound, Ezra","Sellner, Gustav R."
"Pound, Ezra","Selva, Salomon de la"
"Pound, Ezra","Selver, Paul"
"Pound, Ezra",The Senate; a review of modern and progressive thought
"Pound, Ezra","Serly, Tibor"
"Pound, Ezra","Serravalli, Luigi"
"Pound, Ezra",Servire Press
"Pound, Ezra","Seton, Graham"
"Pound, Ezra","Settani, Ettore"
"Pound, Ezra","Setterlind, Bo"
"Pound, Ezra",Sewanee Review
"Pound, Ezra","Seymour, George Steele"
"Pound, Ezra","Seymour, Ralph Fletcher"
"Pound, Ezra","Shakespear, Olivia"
"Pound, Ezra",Shakespear and Parkyn
"Pound, Ezra","Sharp, Evelyn"
"Pound, Ezra","Sharpe, L.G."
"Pound, Ezra","Shapiro, Karl Jay"
"Pound, Ezra","Sharrock, Roger"
"Pound, Ezra","Shaw, George Bernard"
"Pound, Ezra","Sheehan, Vincent"
"Pound, Ezra","Shelton, Blanche"
"Pound, Ezra",Shenandoah
"Pound, Ezra","Shepard, William P."
"Pound, Ezra","Sherby, J. M."
"Pound, Ezra","Shipstead, Henrik"
"Pound, Ezra","Shuts, Charles"
"Pound, Ezra","Sibthorp, J. W."
"Pound, Ezra","Siciliano, Enzo"
"Pound, Ezra","Siegel, Fred"
"Pound, Ezra",Silver Shirt Legion of America
"Pound, Ezra","Simmons, Barrie"
"Pound, Ezra","Simon, Charlie May Hogue"
"Pound, Ezra","Simondetti, D."
"Pound, Ezra","Simpson, W. Dallam"
"Pound, Ezra","Sinclair, May"
"Pound, Ezra","Sinclair, Upton"
"Pound, Ezra","Sivi, Emilio"
"Pound, Ezra",Skamander
"Pound, Ezra","Slatin, Myles"
"Pound, Ezra","Slavin, George"
"Pound, Ezra","Slinger, John R.W."
"Pound, Ezra","Slocum, John"
"Pound, Ezra","Small, Maynard and Co."
"Pound, Ezra",Smart Set (New York)
"Pound, Ezra","Smit, Wigge Alfred Pierre"
"Pound, Ezra","Smith, Edwin O."
"Pound, Ezra","Smith, Joseph E."
"Pound, Ezra",Smith and McCance
"Pound, Ezra","Smith, Phyllis"
"Pound, Ezra","[Smith, William Brooke]"
"Pound, Ezra","Smyth, Frederic Hastings"
